Gene ID	Gene Name	condition1.foldChange	condition1.pValue	condition2.foldChange	condition2.pValue	condition3.foldChange	condition3.pValue
ENSMUSG00000086914	Gm16124	-0.5	0.616845860795728			0.4	0.762245979914843
ENSMUSG00000086915	Gm16364	-0.4	0.666988149549123	-0.1	0.966298091049065	0.3	0.783775428408215
ENSMUSG00000086916	Gm15903					0.3	0.888029796775204
ENSMUSG00000086918	4930429F24Rik	-0.2	0.844103356883641	-0.4	0.636635148043191	1.4	0.01843303993372
ENSMUSG00000086920	Gm12207					-1.2	0.40608303503016
ENSMUSG00000086922	Gm13835	0.3	0.649006715128535	0.4	0.495141937151595	0.6	0.230619186237469
ENSMUSG00000086924	Gm11766			-0.7	0.445195854776305	-0.9	0.421686547370697
ENSMUSG00000086925	Gm6286					-0.6	0.730281354282719
ENSMUSG00000086929	Gm11788					-0.7	0.765051170713622
ENSMUSG00000086935	Gm15956			-0.5	0.634429770241624	-0.8	0.574393443649976
ENSMUSG00000086938	4930481A15Rik	-1.0	0.0232044283387926	0.1	0.912231206182885	-2.0	0.00183316427568978
ENSMUSG00000086942	Gm15489			-0.1	0.923248216652483	-0.3	0.838164594116648
ENSMUSG00000086952	Gm12596	-1.2	0.0942228612596984	-0.5	0.590987352249326	-2.9	0.0190814165101583
ENSMUSG00000086962	Gm12248					2.2	0.198765622922302
ENSMUSG00000086965	Rtl10	0.1	0.937072846756364	-0.2	0.891702802983532	-0.3	0.819840279610048
ENSMUSG00000086968	4933431E20Rik	-0.7	0.017092984473038	-0.6	0.0505867774139489	-1.6	0.0291260676112771
ENSMUSG00000086970	Bcas1os1			-0.9	0.329302535770446	-2.6	0.0673202735961413
ENSMUSG00000086976	Gm12316			-0.3	0.76445464122689	-1.0	0.586235461416601
ENSMUSG00000086992	Gm15941					0.2	0.941168724590812
ENSMUSG00000086999	Bcas1os2	-1.2	0.102443145716976	-0.8	0.41361288358516	-3.3	0.00417541109388456
ENSMUSG00000087001	Gm15475					0.1	0.966420306412845
ENSMUSG00000087004	Gm14154			0.6	0.568565711027165	-0.4	0.850623920235753
ENSMUSG00000087006	Gm13889	0.5	0.32099113119804	0.6	0.171087694346758	3.6	8.69046010425931E-15
ENSMUSG00000087008	Gm5530			0.2	0.875288506551827	0.4	0.848062028849531
ENSMUSG00000087013	2610027K06Rik					1.4	0.425234752483034
ENSMUSG00000087014	Gm16364					0.4	0.849126311832168
ENSMUSG00000087017	4930417H01Rik	1.1	0.0393195408950776	0.2	0.831386639123153	0.6	0.619701366258856
ENSMUSG00000087022	9130024F11Rik	-0.7	0.0389157907707093	-1.1	0.00185501426497011	-1.5	0.203183420935839
ENSMUSG00000087026	A230103J11Rik	-0.3	0.730272528448269	-0.4	0.66809761732093	-0.4	0.723542710796796
ENSMUSG00000087028	Gm13387					0.1	0.975512799299783
ENSMUSG00000087030	Gm16143	-0.9	0.24368112869454	-0.1	0.924727577014379	-4.0	0.00677138902210052
ENSMUSG00000087034	Cbfa2t2-ps1	-0.2	0.821166459518844	-1.0	0.286302755577349	-1.8	0.210788401475135
ENSMUSG00000087036	Gm11748			-0.5	0.664436488485247	-3.0	0.0432920374119733
ENSMUSG00000087042	Gm11611					0.9	0.646467179096919
ENSMUSG00000087047	1700110K17Rik			-0.2	0.840484835782871	-0.7	0.721741132673807
ENSMUSG00000087050	Dhrs13os					-0.1	0.972840851326343
ENSMUSG00000087052	Gm8093					2.1	0.262378979904297
ENSMUSG00000087055	Gm11948	-0.7	0.408023368870332	-0.7	0.468669861745067	-0.5	0.674201437374062
ENSMUSG00000087057	Gm11730					0.6	0.774348289866252
ENSMUSG00000087059	Gm12339					1.8	0.30458675912056
ENSMUSG00000087060	Eldr	0.3	0.676623195911257	1.0	0.0396512041326479	-1.9	0.0172973402409454
ENSMUSG00000087064	Sap30bpos					-1.0	0.552253755463764
ENSMUSG00000087070	Gm12505					2.6	0.130925750152913
ENSMUSG00000087074	Gm14249					1.3	0.530160142047009
ENSMUSG00000087088	Gm16638	-0.2	0.838029986639375	0.3	0.808144611260452	1.4	0.102508255026143
ENSMUSG00000087107	AI662270	0.9	0.202540154114213	2.3	9.13649519894459E-6	3.8	1.18380676972248E-7
ENSMUSG00000087108	Gm16093					-2.8	0.0701826928197871
ENSMUSG00000087120	Gm12279	-0.2	0.871931888702364	-0.1	0.925087104137475	-0.2	0.896820849843387
ENSMUSG00000087128	Gm12655	-0.3	0.805854422189911	0.3	0.802748208314924	0.6	0.650447421292693
ENSMUSG00000087129	Gm16316					2.9	0.0779085785146344
ENSMUSG00000087132	A930001C03Rik	0.2	0.793030698413173	0.3	0.788627148794695		
ENSMUSG00000087135	Gm16096	-0.8	0.312580418933179	-1.3	0.106451663941268	-0.1	0.921434617208132
ENSMUSG00000087138	Gm15545	0.1	0.935992073982367	0.5	0.41673386233092	-0.3	0.786797653613405
ENSMUSG00000087141	Plcxd2			-0.4	0.330884661062099	-0.7	0.0323136913430406
ENSMUSG00000087142	Gm12454	-0.7	0.171093161672398			-2.2	1.3134299601441E-4
ENSMUSG00000087143	A830082K12Rik					2.6	0.00610391577611196
ENSMUSG00000087150	BC064078	0.9	0.249796419011585	0.3	0.774930998615517	2.5	0.00137565505556627
ENSMUSG00000087153	Gm6483	-0.5	0.518826476660156	-0.9	0.265940290135489	-0.3	0.716296335875662
ENSMUSG00000087159	Gm15246					-1.2	0.444288907151591
ENSMUSG00000087163	Gm16230			0.9	0.314757998602663		
ENSMUSG00000087165	2010001A14Rik	-1.5	4.2807557453507E-4	-0.8	0.094516619426823	-2.2	1.05853565077785E-5
ENSMUSG00000087168	Gm15983					-1.1	0.487366620916869
ENSMUSG00000087174	5530601H04Rik	-0.2	0.72537830430988	0.1	0.920716181536073	0.2	0.803617367147732
ENSMUSG00000087175	Gm15133	-1.1	0.063766721202058	-1.1	0.082289096891354	-1.4	0.106812185816907
ENSMUSG00000087177	E130307A14Rik	-0.5	0.397688209152515	-0.6	0.32561676197504	0.6	0.309522622530782
ENSMUSG00000087178	A230056P14Rik	-0.3	0.728604345241806	-0.3	0.758120987908395	0.2	0.890633234051481
ENSMUSG00000087179	5730471H19Rik					1.6	0.319878834490828
ENSMUSG00000087187	Gm13431					1.8	0.313334353260034
ENSMUSG00000087190	D430001F17Rik	-1.7	0.00762785225328562	-1.5	0.0465574018815589	-2.7	0.0227961537657715
ENSMUSG00000087196	Gm13373					2.1	0.262378979904297
ENSMUSG00000087197	Gm13780	0.4	0.656556203620192	0.5	0.651812525073268	-2.0	0.214665926020073
ENSMUSG00000087206	Gm16175					1.2	0.461617039309564
ENSMUSG00000087213	2810408I11Rik	1.2	0.103347963044842	1.3	0.113212525684105	1.9	0.0731793898401773
ENSMUSG00000087220	Gm11377					0.7	0.72474077115222
ENSMUSG00000087221	BC037032	-1.3	0.033639456668406	-1.2	0.0524179435702087	-1.1	0.103420055371339
ENSMUSG00000087222	E030042O20Rik	-0.1	0.908990559605704	0.2	0.797293459671919	-2.1	0.00718278671308027
ENSMUSG00000087230	Mroh3	-0.7	0.0515709010542511	-1.3	0.00222730746880401	-2.3	2.43085251740233E-4
ENSMUSG00000087231	E230016M11Rik	-0.3	0.789970469260585	-0.2	0.8799199754712	-0.6	0.60040894774261
ENSMUSG00000087233	Gm43213			-0.5	0.652473949733794	-1.9	0.210021496463317
ENSMUSG00000087242	C78197					0.4	0.813740860642752
ENSMUSG00000087247	Alkal1	-0.1	0.95512400328078	0.1	0.909863036199066	-0.3	0.87116965317846
ENSMUSG00000087248	Gm16120					-1.9	0.242172024146552
ENSMUSG00000087249	Gm16062			0.2	0.858131317918054	0.7	0.617894065965388
ENSMUSG00000087252	Gm14379					1.6	0.320953879775912
ENSMUSG00000087253	Gm12043					0.8	0.592989696983613
ENSMUSG00000087259	2610035D17Rik	-0.8	0.00649247213605539	-0.7	0.0297006731341735	-1.3	0.00770243939518534
ENSMUSG00000087260	Lamtor5			0.2	0.660355023971461	-0.3	0.491888368026569
ENSMUSG00000087263	Gm15726					3.1	0.0113247042561853
ENSMUSG00000087265	Gm12349	1.1	0.163184884349664	-0.1	0.921828369993664	0.5	0.695835749975254
ENSMUSG00000087269	D330023K18Rik	-1.3	0.0126006809861105	-0.7	0.243269097074592	-1.3	0.0280400695137649
ENSMUSG00000087273	Gm13203	-0.1	0.920755455432891	-0.2	0.852134400422202	-1.1	0.327098920988154
ENSMUSG00000087281	Gm16015	0.4	0.511208039413227	0.3	0.630062928913855	0.8	0.27820664134684
ENSMUSG00000087289	4933424M12Rik					2.1	0.18173255491206
ENSMUSG00000087290	Gm15866					3.8	0.0058493815038206
ENSMUSG00000087291	Gm11946	-0.7	0.370190812090853	-0.7	0.0201269389936885	-1.1	0.00175729616588019
ENSMUSG00000087298	Gm9392	-0.3	0.621420581001218	-0.6	0.2438025214154	-0.8	0.181670280657052
ENSMUSG00000087305	A430035B10Rik	-0.9	0.0677733065688414	-0.5	0.317185874762875	-1.5	0.00606879758914984
ENSMUSG00000087307	Gm12925					-0.6	0.78411309512302
ENSMUSG00000087314	Prkag2os2			-0.6	0.516448955143503	-0.6	0.622252277235223
ENSMUSG00000087326	Gm12503			0.2	0.835440394177782	-0.4	0.805322022041401
ENSMUSG00000087327	Gm15884	0.3	0.693667792720032	0.5	0.530763915989271	-2.1	0.0179992245691077
ENSMUSG00000087330	Bloodlinc	1.0	0.203645415986496	0.3	0.816753661283739	-1.1	0.562960998858131
ENSMUSG00000087331	1810021B22Rik	0.4	0.634119762061611	0.6	0.427696604621115	-0.4	0.768698912210408
ENSMUSG00000087338	Scpep1os					2.4	0.126579463869722
ENSMUSG00000087347	1700047K16Rik					2.0	0.226162382607431
ENSMUSG00000087354	4930404I05Rik	-0.4	0.712716370753107	0.2	0.849294547222084	0.1	0.933657640719336
ENSMUSG00000087357	Gm12498			0.9	0.323232106976202	-2.6	0.125683818550717
ENSMUSG00000087361	0610043K17Rik					1.0	0.459565393441368
ENSMUSG00000087365	C430049B03Rik					1.7	0.357435175881825
ENSMUSG00000087366	Junos	-1.1	0.0958620355766595	-1.0	0.179066109520281	-0.8	0.300686721541354
ENSMUSG00000087368	BC065397			0.3	0.799644816196281	0.2	0.937276347735863
ENSMUSG00000087370	Tmem170b	0.1	0.859241112941273	-0.1	0.865943627250242	0.6	0.132304813300584
ENSMUSG00000087371	Gm15541	-0.6	0.457105080634955	0.4	0.712865218627159	-2.3	0.0851660895871611
ENSMUSG00000087373	Gm15892					2.0	0.264555264777179
ENSMUSG00000087377	AV099323					0.5	0.795546885178109
ENSMUSG00000087380	2210408F21Rik	0.3	0.78906495038314	-0.5	0.628901289558511	1.9	0.00316824254091345
ENSMUSG00000087381	Gm16008	-0.1	0.916090609566625	-0.2	0.802662684414333	0.2	0.860944235704238
ENSMUSG00000087382	Ctcflos					-0.7	0.698977328529766
ENSMUSG00000087385	Frg2f1	-1.1	0.0246314467258542	-0.9	0.0797119145386666	-1.2	0.110476888774944
ENSMUSG00000087390	Gm7598					0.4	0.860030715795113
ENSMUSG00000087396	4933407K13Rik	-1.0	0.073325405711112	-0.3	0.710991357172941	-0.8	0.165928008011355
ENSMUSG00000087398	Gm12343					-2.1	0.2142576968126
ENSMUSG00000087400	Gm15270			0.4	0.743917664933411	1.8	0.107904586043033
ENSMUSG00000087403	Kantr	-0.8	0.175406126093437			0.6	0.327384405194997
ENSMUSG00000087406	E130215H24Rik			0.3	0.766751149805718	-0.5	0.732354044956421
ENSMUSG00000087408	Cers1			0.6	0.574315313275105	1.7	0.0712779446226117
ENSMUSG00000087412	Gm15501	-0.1	0.932279944691661	0.4	0.655012783708672	-0.6	0.573409168925491
ENSMUSG00000087413	Gm11266					0.6	0.762062238046863
ENSMUSG00000087424	5730405O15Rik	-0.7	0.430701912914478	-0.7	0.489493026020014	-1.0	0.480605323719751
ENSMUSG00000087429	Gm16235					-0.8	0.63892301689661
ENSMUSG00000087433	Gm14167	0.1	0.907038452989748	-0.1	0.920001027681371	0.3	0.798508754320546
ENSMUSG00000087440	4930577N17Rik	0.1	0.934689046513468	-0.1	0.902145080543768	-0.9	0.248391135348837
ENSMUSG00000087442	Gm14453			-0.2	0.870501049682223	-1.3	0.459809749529573
ENSMUSG00000087443	Ppp1r18os					3.1	0.0124511200735613
ENSMUSG00000087444	Gm5475	-1.0	0.226997337121069	-0.8	0.379461426958229	-2.0	0.108387372096836
ENSMUSG00000087445	Gm14286			0.5	0.57556102917872	0.9	0.339849097632466
ENSMUSG00000087475	4933406I18Rik					0.6	0.76301945229999
ENSMUSG00000087476	Rap1gapos	-0.7	0.4332629305876	-0.3	0.777158454673707	-4.2	0.00109381425012257
ENSMUSG00000087477	Gm13822	-1.0	0.180775289498897	-1.0	0.218010687595813	-1.8	0.164678099760684
ENSMUSG00000087478	4930506C21Rik	-0.8	0.320086396697883	-0.2	0.834054352819887	-1.4	0.196266595571162
ENSMUSG00000087480	Gm15910			0.4	0.713701917120949	0.3	0.852634243151339
ENSMUSG00000087484	2900089D17Rik	-1.1	0.11344872449353	-0.5	0.556958706939903	-0.7	0.355336888279889
ENSMUSG00000087486	Gm11723			-0.7	0.431867583489658	-2.6	0.0258394444959824
ENSMUSG00000087496	Gm13523					-0.3	0.899167183002405
ENSMUSG00000087497	2810001G20Rik	-0.8	0.0772042557657357	-0.1	0.870034958851598	-0.6	0.236108081921422
ENSMUSG00000087502	Gm16091	-0.6	0.505823734318372	-0.5	0.629794870080046	1.6	0.048536536476709
ENSMUSG00000087516	Tbx3os1	-0.8	0.326299044176607	-0.3	0.724083167869335	1.7	0.0430331640617407
ENSMUSG00000087519	AV039307					0.7	0.662316518736254
ENSMUSG00000087523	Gm12319	-0.7	0.212737860055749	-1.2	0.0578046807665837	-0.9	0.160713498936591
ENSMUSG00000087528	9830144P21Rik	-2.8	8.59253304230621E-17	-0.9	0.267334335558398	-3.7	4.92757281571376E-20
ENSMUSG00000087530	Gm15533	-0.5	0.585366070501537			-2.1	0.105062110922238
ENSMUSG00000087535	Zmiz1os1			-0.3	0.764255186691078	-0.1	0.910994295276583
ENSMUSG00000087538	Gm16341	-0.1	0.900545739571247	0.4	0.62329639346474	-1.9	0.0295675798526389
ENSMUSG00000087541	Hopxos	0.1	0.93313842259695	-0.4	0.721363401578335	-1.1	0.450797177941476
ENSMUSG00000087543	Gm16576	-1.1	0.0436030983927531	-0.9	0.150182309081996	-0.9	0.17326013141261
ENSMUSG00000087547	Platr27			0.7	0.46931529069035	0.4	0.852651194122299
ENSMUSG00000087556	Gm15764	-0.6	0.525631465832072	-0.3	0.758127085355622	-0.2	0.909978321550355
ENSMUSG00000087574	C030037D09Rik	0.1	0.880510817667062	0.2	0.870298009083644	-0.1	0.947108583555324
ENSMUSG00000087575	Gm12976	-1.6	0.0238827837200193	-1.8	0.0181463696668767	-4.0	0.00196202774405622
ENSMUSG00000087578	Ccdc142os					-0.8	0.597374430301436
ENSMUSG00000087589	D430040D24Rik	0.2	0.774314666591765	0.5	0.548561144736587	1.7	0.02578099630912
ENSMUSG00000087590	Epb41l4aos			0.5	0.225363439916236	0.1	0.921093590385006
ENSMUSG00000087593	Gm16174	0.3	0.705190711619355			0.5	0.437519846396919
ENSMUSG00000087595	1810012K08Rik	0.6	0.417499859325255	0.5	0.571716369956976	0.4	0.745354996234511
ENSMUSG00000087597	Gm15345					-1.5	0.365138864445269
ENSMUSG00000087598	Zfp111	-0.3	0.479175161389568	-0.3	0.471779733829208	-0.4	0.512847891953716
ENSMUSG00000087610	Gm16253			-0.2	0.843127036889555	-0.4	0.824774940775313
ENSMUSG00000087611	4930458D05Rik	-0.5	0.614688922397147	-0.2	0.846439526970613	0.5	0.630045551354645
ENSMUSG00000087615	Pnpla1os	-0.2	0.80191515888966	-0.3	0.716054825199032	-4.8	3.6420120773369E-4
ENSMUSG00000087616	Gm14257			0.6	0.584391598668406	-1.2	0.471041837546528
ENSMUSG00000087620	5330434G04Rik					3.5	0.0132429528195198
ENSMUSG00000087623	Gm12404	0.1	0.945130743532641	-0.7	0.468457283737526	0.7	0.544746524378748
ENSMUSG00000087624	9230111E07Rik	0.5	0.489041452822418	0.5	0.490523497261428	-0.2	0.848062028849531
ENSMUSG00000087626	Gm15050	-0.3	0.739491028189103			-0.4	0.713302256533581
ENSMUSG00000087635	Gm13414					-0.1	0.967671231655755
ENSMUSG00000087651	1500009L16Rik	0.3	0.364548712049606	-0.1	0.752519608524158	-0.9	0.0790524527647089
ENSMUSG00000087658	Hotairm1	-0.7	0.379072446400594	-0.1	0.921677630336864	0.6	0.37962435015038
ENSMUSG00000087662	Gm11373					-0.4	0.843162836678691
ENSMUSG00000087667	Gm13381					0.5	0.82200847873031
ENSMUSG00000087669	Gm11724	-0.7	0.336227199228891	-0.8	0.248586282389139	-2.8	0.00354553701856604
ENSMUSG00000087670	9530036M11Rik	-0.7	0.392682586416681	-1.0	0.257180623219274	-2.9	0.0253739376880859
ENSMUSG00000087672	Gm15122	-0.3	0.695846796485541			0.3	0.766168944869167
ENSMUSG00000087677	Gm15226			0.1	0.915272391829703	-1.6	0.349546979363077
ENSMUSG00000087679	Tmem250-ps	0.3	0.185749066710683	0.3	0.400167697065012	-0.3	0.426665489462173
ENSMUSG00000087684	1200007C13Rik					5.6	1.34607175657896E-5
ENSMUSG00000087687	Pet100	0.1	0.629419601494894	0.2	0.632677101554111	-0.7	0.0594184160541462
ENSMUSG00000087690	Gm16031					2.2	0.188929412726989
ENSMUSG00000087691	Cd55os	-2.1	1.92479890252547E-5	-3.0	3.16898055633387E-8	-1.1	0.0888733086163652
ENSMUSG00000087693	Gm16191					-2.1	0.171190507609119
ENSMUSG00000087700	Gm15283	-1.0	0.0359619748997519	-1.6	0.00133450867540737	-1.7	0.00312906899790668
ENSMUSG00000087701	Gm13493	0.6	0.536180317793367	1.3	0.0983973636394812	0.4	0.781732365193301
ENSMUSG00000087721	ENSMUSG00000087721					0.2	0.884619999751122
ENSMUSG00000087795	Gm25965					0.4	0.852659520557027
ENSMUSG00000088008	Gm25492					0.2	0.906873962222437
ENSMUSG00000088054	Mir1968			-0.8	0.356618199286982	-2.4	0.0937173025806761
ENSMUSG00000088119	ENSMUSG00000088119	-0.1	0.920935520288607	-1.0	0.242166509983322	-0.6	0.654487336566279
ENSMUSG00000088139	Gm27343					-0.7	0.716998646224261
ENSMUSG00000088185	Scarna2	-0.3	0.762783667493366	0.2	0.871031629295665	-1.0	0.509359423921822
ENSMUSG00000088217	Gm22079					0.9	0.612253403770905
ENSMUSG00000088226	ENSMUSG00000088226					1.0	0.547027517876574
ENSMUSG00000088268	ENSMUSG00000088268					-1.7	0.297864462626766
ENSMUSG00000088273	Gm23123					-2.8	0.0968611284430524
ENSMUSG00000088342	ENSMUSG00000088342					-1.8	0.276310724133802
ENSMUSG00000088475	ENSMUSG00000088475					-2.2	0.196539462556607
ENSMUSG00000088490	Gm24400	-0.6	0.464889167599965	-0.2	0.854637993184477	-3.2	0.0262853017256139
ENSMUSG00000088544	Mir1945					-1.8	0.27861816013951
ENSMUSG00000088552	Mir1957a					0.8	0.635121226177299
ENSMUSG00000088609	ENSMUSG00000088609			0.7	0.479307410715494		
ENSMUSG00000088769	ENSMUSG00000088769					2.0	0.297211756577811
ENSMUSG00000088856	ENSMUSG00000088856					1.9	0.264555264777179
ENSMUSG00000088947	ENSMUSG00000088947					0.6	0.773070196527153
ENSMUSG00000088984	Gm25604					0.2	0.918247815676009
ENSMUSG00000089129	ENSMUSG00000089129					-1.1	0.468527071965617
ENSMUSG00000089255	Snora78			0.6	0.579703986135083	-0.5	0.832449114860461
ENSMUSG00000089281	Scarna6					0.1	0.966468592803156
ENSMUSG00000089317	Snord123			0.4	0.68119041602458	-0.3	0.907371566583733
ENSMUSG00000089396	ENSMUSG00000089396	-1.4	0.0571018267640383	-1.2	0.134074408966952	-2.6	0.00970292730563026
ENSMUSG00000089417	Gm22009	-0.6	0.536388951789417	-0.1	0.943223249022309	-0.9	0.544755253751713
ENSMUSG00000089542	Gm25835	-0.1	0.940806856768507	-0.2	0.855636941875739	0.1	0.96121585026968
ENSMUSG00000089628	Gm9727			1.2	0.178392790655669	0.5	0.796731383327886
ENSMUSG00000089635	Gm16559	-1.8	9.04120209878805E-4	-1.1	0.0731862315756105	-3.4	9.63589151683802E-7
ENSMUSG00000089636	1700058P15Rik	-0.1	0.866277658460636	-0.2	0.724083193344289	-0.5	0.332204206030247
ENSMUSG00000089640	Gm6397					0.1	0.979415490465646
ENSMUSG00000089647	Gm2245					-0.1	0.959964987862293
ENSMUSG00000089648	Gm15790					0.3	0.872825033848793
ENSMUSG00000089665	Fcor			0.3	0.802278444392648	2.3	0.0202282782007849
ENSMUSG00000089669	Tnfsf13	0.5	0.22530560263323	1.0	0.0100895541483831	-1.9	1.83161264197724E-4
ENSMUSG00000089670	Gm16581	0.5	0.57918329110897	0.4	0.743469680480014	0.2	0.947203024252629
ENSMUSG00000089679	Gm16299					-1.1	0.510269370933681
ENSMUSG00000089682	Bcl2l2	-0.6	0.0130549768943038	-0.5	0.0968293858062337	-0.1	0.761613332242984
ENSMUSG00000089687	Rab42	-0.5	0.563397457928196	-0.1	0.910083358808442	-0.7	0.602240658049105
ENSMUSG00000089697	Gm15947	-1.2	3.92215500148168E-4	-1.5	0.00137126685189494	-3.3	1.0750165596024E-5
ENSMUSG00000089704	Galnt2	-0.7	0.326444497970031	-1.0	0.173782644071342	0.8	0.30350798384386
ENSMUSG00000089706	B230216N24Rik	-0.5	0.572985936342658	-0.4	0.674237388173512	0.9	0.3747713648796
ENSMUSG00000089712	Gm15889	-0.3	0.66014621170537	-0.2	0.787552205616659	-0.4	0.769795482910362
ENSMUSG00000089715	Cbx6	0.4	0.149790168026455	0.4	0.239432594096689	1.8	3.12587597326191E-6
ENSMUSG00000089726	Mir17hg	0.3	0.589168474645962	0.4	0.476886357799762	0.7	0.280537928665141
ENSMUSG00000089727	Klra8					2.9	0.103420055371339
ENSMUSG00000089735	Gm8428	0.4	0.666874444021483			-1.3	0.421925657900324
ENSMUSG00000089736	Tgfbr3l	-1.1	0.0420059977325014	-0.7	0.256679042843282	-1.2	0.108367312512915
ENSMUSG00000089742	Gm15898			-0.6	0.562638308644092	-1.1	0.409044587235776
ENSMUSG00000089748	Matr3-ps2					-3.5	0.0247280652883217
ENSMUSG00000089755	0610012D04Rik					0.4	0.82343529783149
ENSMUSG00000089762	Ier5l	1.2	0.00343682536098424	1.4	0.00423221788745298	2.9	1.77926714505685E-8
ENSMUSG00000089764	Gm16580	-0.1	0.95339007283697	0.1	0.910403686050042	-0.4	0.773164538693379
ENSMUSG00000089767	4930556I23Rik	-0.4	0.686619295214675	-0.5	0.592437115957861	-3.3	0.00815133449929903
ENSMUSG00000089768	Tmsb15b1					-0.2	0.933967051140597
ENSMUSG00000089769	Gm16574	-0.1	0.926941570209617			0.8	0.438931062859826
ENSMUSG00000089774	Slc5a3	-0.2	0.61674158222579	-1.1	1.68172286553582E-5	-1.5	0.0019429555931017
ENSMUSG00000089776	Gm15684					3.9	4.81710862322805E-4
ENSMUSG00000089782	Btf3-ps1	-0.4	0.49356273828043	-0.4	0.504150409926326	-1.2	0.0870069284874702
ENSMUSG00000089789	Rdh1			-0.1	0.901646895419817	-0.3	0.859507059204481
ENSMUSG00000089791	Gm3555	-0.1	0.923996521506885	-0.6	0.539347157314745	-1.0	0.400939206293363
ENSMUSG00000089797	Gm16118					2.2	0.119022741544725
ENSMUSG00000089804	Gm16136	0.5	0.367725708097126	0.3	0.641068011095308		
ENSMUSG00000089809	Rasgef1b	-1.8	6.2452102543526E-11	-1.9	2.04458785670299E-15	-3.3	1.12842109526064E-10
ENSMUSG00000089810	Gm16536	-0.2	0.782875934723387	0.1	0.909863036199066		
ENSMUSG00000089812	Gm15867	-0.3	0.750524999218288	0.6	0.55183425523151	0.5	0.707910035016116
ENSMUSG00000089817	Gm7162	-0.5	0.57542373051677	-0.1	0.929591303924891	0.6	0.650346269198272
ENSMUSG00000089818	Gm15950					0.3	0.860591147690867
ENSMUSG00000089820	Gm15775					0.8	0.649217661113519
ENSMUSG00000089824	Rbm12	0.2	0.604259277082347	0.4	0.28886193223821	0.3	0.494620348831092
ENSMUSG00000089827	1700023H06Rik	-1.4	0.0448936595198614	-1.3	0.135014903181275	-0.7	0.61072882048067
ENSMUSG00000089832	Shkbp1	0.6	0.012794134952932	0.4	0.404715245116163	-0.3	0.519412026858322
ENSMUSG00000089838	Gm2962	-0.5	0.0920855900472241	-0.3	0.421985089661744	-2.0	3.44573094470074E-7
ENSMUSG00000089844	A530032D15Rik					3.7	0.00423169835873499
ENSMUSG00000089847	Timm10b			0.2	0.783579076637866	0.2	0.757462493743208
ENSMUSG00000089857	Zfp882	-0.9	0.134910482127781	-0.9	0.170341058169999	-0.3	0.762917303799045
ENSMUSG00000089862	Umad1	-0.1	0.786230782676297	-0.1	0.836607545986869	-1.5	6.57713335531541E-5
ENSMUSG00000089872	Rps6kc1	-0.2	0.459405966598447	-0.6	0.0574943112004774	-0.5	0.125315476790005
ENSMUSG00000089875	Etohd2	-0.1	0.872342373872714	-0.5	0.434765965734332	-0.3	0.687760444784059
ENSMUSG00000089876	Tmem102	0.3	0.311878819254865	0.4	0.375599802759807	-1.7	0.00546150519379234
ENSMUSG00000089886	Gm16184	-1.5	0.023949121823676	-2.3	0.00118541886992666	0.3	0.761613503448146
ENSMUSG00000089889	0610040B10Rik	-1.1	0.08267652916321	-0.3	0.755526645473839	-1.2	0.0890732268921713
ENSMUSG00000089901	Gm8113					0.5	0.749740643708036
ENSMUSG00000089911	Mfsd14a	-0.1	0.68704057543051	-0.2	0.568714585943691	-0.1	0.74533881706163
ENSMUSG00000089917	Uckl1	-0.1	0.854836093366336	-0.1	0.724210020264355	-0.7	0.0643764844775411
ENSMUSG00000089929	Bcl2a1b	0.4	0.6898367675293	0.9	0.265841505753657	3.6	9.86611959658326E-5
ENSMUSG00000089931	Gm8459	-0.2	0.832171958137401	-1.4	0.0466704051400326	-2.5	0.0104471815114644
ENSMUSG00000089940	Gm4117					2.5	0.0358521081616372
ENSMUSG00000089942	Pira2					4.7	6.86617854976186E-5
ENSMUSG00000089950	Gm16215					1.9	0.260255920222213
ENSMUSG00000089953	Rnf224					1.6	0.409740350939495
ENSMUSG00000089960	Ugt1a1	-0.1	0.911855123929187	-0.4	0.592437115957861	-2.0	0.107215800790148
ENSMUSG00000089968	Nckap5los					2.3	0.102884191039288
ENSMUSG00000089975	Gm7420			-0.4	0.666865855910727	-1.6	0.248484910427994
ENSMUSG00000089984	Fbxo24	-1.1	0.031458858119304	-1.5	0.00375730351090465	-2.5	6.19946524575503E-5
ENSMUSG00000089988	Gm16238			0.5	0.625842140343311	0.8	0.52773977094747
ENSMUSG00000089991	Gm16332					3.3	0.0153079706420964
ENSMUSG00000089993	Gm5822					1.6	0.303788342380102
ENSMUSG00000089998	Phtf1os					-0.3	0.848387904790346
ENSMUSG00000089999	Gm6485	-0.5	0.436902692033398	-0.1	0.922864305201425	-0.4	0.578109711447351
ENSMUSG00000090000	Ier3ip1	0.1	0.886266416628378	0.2	0.507937100551552	-0.4	0.156705627496282
ENSMUSG00000090015	Gm15446	-0.6	0.389091998864002	-0.1	0.935055289548971	0.2	0.788411230046188
ENSMUSG00000090019	Gimap1	0.8	0.150453481539897	2.1	2.14061041052834E-7	1.9	0.0098587731817515
ENSMUSG00000090021	Gm6493	-0.3	0.721137791030856	-0.8	0.332041031561677	0.3	0.638686420814191
ENSMUSG00000090026	Gm15996					-0.4	0.820621951359483
ENSMUSG00000090031	4732440D04Rik	-1.1	0.0359074683261146	-1.6	0.00187614849352801	-1.3	0.0813975995183296
ENSMUSG00000090035	Galnt4			-0.3	0.31458689897515	-1.9	3.36024089798414E-9
