Gene ID	Gene Name	Design Element	condition1.foldChange	condition1.pValue	'acute DSS-induced colitis; 1x DSS, no recovery' vs 'none; none'.tStat	condition2.foldChange	condition2.pValue	'chronic DSS-induced colitis; 1x DSS, recovery' vs 'none; none'.tStat	condition3.foldChange	condition3.pValue	'chronic DSS-induced colitis; 2x DSS, additional recovery' vs 'none; none'.tStat	condition4.foldChange	condition4.pValue	'chronic DSS-induced colitis; 2x DSS, recovery' vs 'none; none'.tStat	condition5.foldChange	condition5.pValue	'chronic DSS-induced colitis; 3x DSS, recovery' vs 'none; none'.tStat
ENSMUSG00000057948	Unc13d	10393064	0.6	8.3372111500862E-4	6.55878128512513	0.3	0.0215123679446698	3.51867470316284	0.2	0.203870375977438	1.75059580047351				0.2	0.0145145312578509	3.67538989895666
ENSMUSG00000057963	Itpk1	10402283				0.1	0.347687880649646	1.42805665111814	0.1	0.536743154392205	0.873218029463338	-0.1	0.347790666627861	-1.36101798955021			
ENSMUSG00000057967	Fgf18	10385036	-0.4	0.00425227411741013	-4.76267593515031				-0.3	0.0151097209622656	-3.76663792575885				-0.2	0.18256849576663	-1.76967361842952
ENSMUSG00000057969	Sema3b	10596680	-0.4	0.0348122635503477	-3.00868534620703												
ENSMUSG00000057977	Skint11	10507095							0.1	0.596792144042125	0.75774216844707	-0.1	0.732784290619023	-0.548427319742141	0.2	0.158474437787229	1.88125165475408
ENSMUSG00000057982	Zfp809	10583825							0.1	0.262552817296834	1.54138047464853						
ENSMUSG00000057997	Olfr541	10558670	-0.1	0.627604275589782	-0.66824458247588	-0.1	0.580196320181307	-0.906074293706816	-0.1	0.538958976315112	-0.868789309654385	-0.2	0.314160682199153	-1.4502046589332	-0.1	0.374711906383422	-1.17341031747546
ENSMUSG00000058006	Mdn1	10503723	0.4	0.0017194399532742	5.69799839955833				0.2	0.147900690453742	2.00370799770105	0.2	0.34501142170227	1.36778686364849			
ENSMUSG00000058013	Septin11	10523281	0.6	0.00338658143832625	4.97892410971979	0.3	0.0238906109997994	3.44565832282853	0.4	0.00335735616439534	5.08505849827884	0.2	0.0737951553791971	2.57247823594112	0.3	0.0129434878993444	3.76313697919498
ENSMUSG00000058014	Olfr502	10566692				0.1	0.653657357764842	0.757771332771133	0.2	0.215086752553257	1.70778917890558	0.2	0.229854460424028	1.71610568077212			
ENSMUSG00000058017	Serpinb3d	10357077							1.1	0.024837976602152	3.3606806471751				0.4	0.327722970665632	1.29338314009006
ENSMUSG00000058019	Ces5a	10573975	0.1	0.621817700230561	0.678309842900153										0.1	0.339152188085126	1.26385003517567
ENSMUSG00000058022	Adtrp	10408861	-0.4	0.339386471263784	-1.27334939688543	-0.2	0.183198295097751	-1.964576543413	-0.4	0.0615108493408178	-2.66606087867049	-0.5	0.00282223157069727	-4.95713282647809	-0.2	0.229263072298429	-1.59215895521541
ENSMUSG00000058028	Zscan5b	10549827							0.1	0.566987241730677	0.815125001808093						
ENSMUSG00000058030	Vmn1r237	10442191				0.1	0.481723006316098	1.11322201421827							0.2	0.0510931824630668	2.72591643289608
ENSMUSG00000058046	4933430I17Rik	10505308				0.1	0.643401992176868	0.778733736651368	0.1	0.603356015486528	0.745266416688195				0.2	0.0456070368493323	2.81055625722634
ENSMUSG00000058052	Defb35	10570754	0.3	0.112644289487287	2.13498424415247	0.2	0.283113962395608	1.60941596813968	0.3	0.182775890342981	1.83531174405255	0.2	0.292644680582922	1.51222565867936	0.3	0.0496853467917128	2.74685223287966
ENSMUSG00000058056	Palld	10578829	-0.7	4.3696774692725E-4	-7.4961125302654	-0.6	3.20420615219611E-4	-7.01239731251927	-0.2	0.0307662510782709	-3.19487793400059	-0.4	0.00122015632676128	-5.61577576080966	-0.3	0.00509807185413608	-4.54089235847483
ENSMUSG00000058063	Trim31	10445053	0.4	0.15106400559196	1.91893380536827	0.1	0.733162200296818	0.600928604280903	-0.1	0.598188850759603	-0.755092747287939	0.2	0.240579348558474	1.6797266025073	0.1	0.650377992760785	0.618941160963403
ENSMUSG00000058070	Eml1	10398240	-1.2	7.67990965306495E-4	-6.65114694758693	-0.4	0.00246076220213173	-5.20420836904183	-0.3	0.0943496833277555	-2.34167507537175	-0.5	0.00139079992650969	-5.51132732579106	-0.4	0.0196793641335282	-3.43474116543225
ENSMUSG00000058078	Olfr1503-ps1	10461836	0.1	0.711288516968436	0.51491847489545	-0.1	0.66447745588739	-0.733738594385687							0.1	0.580227590991269	0.747606692796413
ENSMUSG00000058084	Olfr825	10373672										0.1	0.785009183256038	0.445189677430941	0.1	0.628472455824321	0.658269121721275
ENSMUSG00000058093	Zfp729b	10410351	-0.6	0.020984066855811	-3.39384616845733	-0.3	0.0609181978546457	-2.77484928148069	-0.3	0.0221900794572835	-3.44496455487595	-0.3	0.0304952732232119	-3.20641055863278	-0.6	0.00163177407043236	-5.60699418179293
ENSMUSG00000058099	Nfam1	10430931	1.4	0.00412495369615988	4.7885859443172	0.8	6.80571280622041E-5	8.68160775191068	0.5	0.00158616509163772	5.80126238666743	0.8	1.79316472914522E-5	9.85766690382803	0.6	9.89039443106594E-4	6.14584442999189
ENSMUSG00000058101	1700084J12Rik	10428066				-0.1	0.596723083206434	-0.871090561829121							-0.3	0.0370067055110989	-2.96755494740062
ENSMUSG00000058114	Olfr127	10445167													0.1	0.707696303144594	0.517262682925282
ENSMUSG00000058119	Gm5771	10537642	0.2	0.274736835421287	1.4538443096178	0.1	0.563611386878137	0.941019207867743	0.1	0.433970550385523	1.08410914551215	0.1	0.442344404310659	1.13397560988779	0.2	0.0996550350168725	2.23197067383207
ENSMUSG00000058124	H2-M10.3	10450772										0.2	0.246859680986127	1.6588188414615			
ENSMUSG00000058132	Vmn1r82	10549996							-0.1	0.539058047272734	-0.868574670805435	-0.2	0.0591413316658919	-2.73741253583848	-0.1	0.350776625141504	-1.23436715001335
ENSMUSG00000058135	Gstm1	10501229	-1.3	0.00290581583797295	-5.13335425354327	-0.4	0.0047023629101612	-4.67733594242649	-0.3	0.0869314279310485	-2.40029209695972	-0.3	0.0221424179238086	-3.43272256340027	-0.3	0.0938852697122173	-2.27578579831485
ENSMUSG00000058145	Adamts17	10554057	0.1	0.611364799312092	0.698287106264379	0.2	0.089553359402731	2.49572459693601	0.2	0.098140734311474	2.31208488694116				0.3	0.0299593386017039	3.12245491538472
ENSMUSG00000058152	Chsy3	10455948	0.3	0.14329796243784	1.95874272157795	0.4	0.00185413776376322	5.43491919736965	0.5	0.00129112980515779	6.00809827846806	0.5	2.02767477222773E-4	7.12686962875586	0.7	1.02313853484631E-4	9.46379873972082
ENSMUSG00000058153	Sez6l	10532542				0.1	0.683776584332874	0.692830027256906									
ENSMUSG00000058159	T2	10441660	0.2	0.206620267937028	1.68272101931468				0.3	0.00422238633671862	4.86858281515238				0.4	0.00702766183040303	4.25816743122
ENSMUSG00000058163	Gm5431	10385504	1.7	0.00378124004077065	4.87489488957763	1.9	3.25312134161408E-4	6.99552827053213	1.2	0.00593987068052553	4.55712688856838	1.6	0.00104900924419047	5.7242751221453	1.5	0.00258660625957066	5.16010041714643
ENSMUSG00000058172	Krtap6-1	10436760													-0.1	0.767453861209597	-0.413537419754459
ENSMUSG00000058173	Smco4	10583320	0.2	0.17563052512731	1.80773353747393	0.3	0.131829361308468	2.21519482753968							0.1	0.583929543126808	0.740671380595219
ENSMUSG00000058174	Gm5148	10497912	-0.5	0.00542344322359304	-4.53010566317763	-0.2	0.105247660042766	-2.37822544787023	-0.2	0.310423512664198	-1.39595912428981	-0.1	0.495869547702245	-1.01752307773496	-0.2	0.0856390786515034	-2.34384229278641
ENSMUSG00000058176	Gm5407	10439832				0.1	0.708569517377922	0.645569311269053	0.2	0.173121349816507	1.87714717446602	0.1	0.604438187978486	0.800305594213197	0.2	0.133993480650322	2.01166581822303
ENSMUSG00000058183	Mmel1	10510923				0.1	0.623313262129014	0.818420523909171	0.1	0.694671726788634	0.577315355640818				0.1	0.484990437436099	0.93204161102605
ENSMUSG00000058186	Zfp980	10510159				0.1	0.671455132400741	0.719945459584851				0.2	0.305076123141706	1.47675798878475	0.1	0.640332708661891	0.635773244192307
ENSMUSG00000058188	Olfr746	10414491													0.2	0.0611166452629873	2.59431422937464
ENSMUSG00000058192	Zfp846	10583450	-0.4	0.02546719005941	-3.24208054833145	-0.3	0.0174402660629106	-3.683216385898	-0.3	0.0192703655996341	-3.55901034860029	-0.2	0.0280385110281371	-3.26756846291882	-0.3	0.0217463097788631	-3.35528711469324
ENSMUSG00000058216	Gstp3	10464594	0.7	0.00469077705424439	4.67158871694823	0.5	0.0430548063900448	3.01761945915749	0.4	0.0653374235279187	2.61729588188157	0.6	0.00196022385055198	5.22755406447036	0.8	0.00412762086807659	4.72825432589433
ENSMUSG00000058230	Arhgap35	10560282	-0.2	0.104683225965994	-2.18902017808253	-0.1	0.335491019146065	-1.46139806823896									
ENSMUSG00000058240	Cryzl1	10440964	-0.3	0.165874046887214	-1.85175878369759	-0.2	0.095130526909455	-2.4516118526826	-0.4	0.0197964142448815	-3.53528411612047	-0.2	0.128041213653969	-2.16907978456006	-0.3	0.0264190487443386	-3.21238413076051
ENSMUSG00000058246	Gm10037	10405942	0.2	0.41184816542427	1.10022219361146	0.1	0.625882983691496	0.813334168443537							0.1	0.355093053747716	1.22274521997518
ENSMUSG00000058248	Kcnh1	10352798				-0.1	0.277809015492314	-1.62859735904044	-0.1	0.537316674813681	-0.871561963568685						
ENSMUSG00000058250	Tas2r138	10544284	0.1	0.556346470752242	0.801653513659399				0.1	0.291526852388756	1.45073808469057	0.1	0.711685523618466	0.587863425020712			
ENSMUSG00000058252	Tcp11x2	10606820				0.1	0.308990079864782	1.53461294551872									
ENSMUSG00000058254	Tspan7	10598626	-0.7	0.0011554099359199	-6.17252432172725	-0.5	0.0241176614623834	-3.43927249678613	-0.4	0.0134872997988139	-3.85800539039003	-0.3	0.0596518528860238	-2.73125929797572	-0.4	0.0186530300210654	-3.47784335297571
ENSMUSG00000058260	Serpina9	10402422	-0.7	0.00418833920534255	-4.77385820318416	-0.2	0.473090404803823	-1.13278318145491	-0.4	0.0851366491663931	-2.41703992347862				-0.4	0.133312401123527	-2.01552012171885
ENSMUSG00000058275	Olfr412	10378443	-0.1	0.708905328228952	-0.519464705531159												
ENSMUSG00000058281	Gm10038	10474169				-0.1	0.705001933660996	-0.652204430721944									
ENSMUSG00000058287	Gm12253	10376383	0.2	0.104789575610399	2.1880514132911	0.2	0.22748802548957	1.7927203570152							0.1	0.689673294528433	0.54939775611844
ENSMUSG00000058290	Espl1	10427166	0.3	0.0329984398435505	3.0494642259303				0.1	0.665054154704607	0.631563168757749						
ENSMUSG00000058291	Zfp68	10535034	-0.4	0.00613203815504228	-4.41482896300546	-0.2	0.175087011767731	-2.00022256827659							-0.2	0.132245924351446	-2.02176797133393
ENSMUSG00000058295	Prp2	10542239	-0.1	0.458103765020536	-0.999939240151364				0.1	0.687540412700539	0.590416040220966	0.1	0.460258680224763	1.09385040591391			
ENSMUSG00000058297	Spock2	10363415	-0.3	0.0661195850887781	-2.52854564449573	-0.4	0.0338541131269144	-3.19067933859559	-0.1	0.325077387825609	-1.3545696566675	-0.4	0.0230833145239522	-3.40613354436687	-0.4	0.00969218576488687	-3.99911610092322
ENSMUSG00000058298	Mcm9	10369116				-0.1	0.293300261948396	-1.57883519499318									
ENSMUSG00000058317	Ube2e2	10417759	-0.2	0.119686279867481	-2.0895397881461	-0.1	0.421634084840387	-1.24521511809294	0.1	0.294563878148037	1.44213784687093						
ENSMUSG00000058318	Phf21a	10474006	-0.2	0.253516572733605	-1.5217312167242												
ENSMUSG00000058325	Dock1	10558345	-0.3	0.0544089727015455	-2.67139881403574	-0.2	0.0249176670037573	-3.41424014676568	-0.1	0.197839801433347	-1.77385713144006	-0.2	0.0174570702285254	-3.59982915444457			
ENSMUSG00000058331	Zfp85	10410375	-0.1	0.602749111985532	-0.713558196343089	0.1	0.657087784828194	0.750129886856461				0.1	0.741644359403886	0.529864963802221			
ENSMUSG00000058349	Tas2r117	10542247	0.2	0.293899783647774	1.39725097147994				0.2	0.167360265712017	1.90235372968465	0.2	0.347790666627861	1.36119298096306	0.2	0.112992422017979	2.13887117845383
ENSMUSG00000058351	Smim4	10418500				-0.2	0.142538101143389	-2.15647891603062	-0.2	0.0445267896187266	-2.9080439186449	-0.2	0.0892790249623685	-2.43330305554612			
ENSMUSG00000058354	Krt6a	10432780	0.4	0.133301267664602	2.01130396873784				4.5	0.00473925965399327	4.76072420880428	0.1	0.728407760814948	0.556217645355773	0.6	0.310582460705661	1.33736630139042
ENSMUSG00000058368	Krtap21-1	10440721				0.3	0.0253133764023021	3.40176255568698	0.1	0.600573551235649	0.750416831331272				0.1	0.367474410605957	1.19161493337241
ENSMUSG00000058392	Rrp1b	10443836	0.6	0.00327239613401578	5.0126935734874	0.1	0.222754404642203	1.80962958937632	0.4	0.017347354896463	3.64970197647123	0.2	0.277832949211357	1.55859284223019	0.3	0.0613789996500784	2.59078161477478
ENSMUSG00000058396	Gpr182	10373325	0.2	0.583575882975827	0.750891421519535	-0.2	0.14722349876164	-2.13112722903961				-0.3	0.00571317003297779	-4.42200468313587			
ENSMUSG00000058398	Prss43	10589625	-0.2	0.356305426959427	-1.23226612905698				-0.1	0.519092723535311	-0.908871289670376						
ENSMUSG00000058400	Qrfpr	10497808							0.1	0.39108156439487	1.18342063765267						
ENSMUSG00000058402	Zfp420	10551791	-0.4	0.0128132582883161	-3.7854709877215	-0.2	0.157650988443419	-2.0782103171472	-0.3	0.0117104767884572	-3.97486227431197	-0.2	0.210034071312099	-1.78737961888081	-0.4	0.00826318952089202	-4.12763820861417
ENSMUSG00000058420	Syt17	10567289				-0.2	0.144021171990185	-2.14822325929239							-0.2	0.105017132834975	-2.19274971451289
ENSMUSG00000058427	Cxcl2	10523156	3.4	0.0094714170208048	4.03416971983878	0.8	0.00122122932348515	5.80206094322441	1.1	0.00358187468408647	5.02155381561878	1.3	3.42312013265392E-4	6.63350101649812	0.9	0.0756801587538077	2.43437058276939
ENSMUSG00000058430	Rpl27a-ps2	10422238				0.1	0.674212763727624	0.712581835834277				-0.1	0.460269053343522	-1.09374227181272	-0.2	0.140362878037295	-1.97535959759644
ENSMUSG00000058435	Btnl4	10450167	0.3	0.215832818860957	1.64975819385077	0.3	0.0248925785934377	3.41528096193775				0.1	0.517895170428586	0.97191703523327	0.3	0.0387381436225792	2.93319997432517
ENSMUSG00000058441	Panx2	10426150				0.1	0.590066216179186	0.884469691562533									
ENSMUSG00000058454	Dhcr7	10559312	-0.6	0.0193320375713497	-3.45591998133696	-0.1	0.392851162737619	-1.31533666198859									
ENSMUSG00000058463	Gm5471	10428441							-0.2	0.0725706112751637	-2.5388933904607				-0.2	0.04284867337033	-2.85564638846475
ENSMUSG00000058486	Wdr91	10543879							0.3	0.00672512904084357	4.44283637471004				0.3	0.0111952013957186	3.87434692891762
ENSMUSG00000058488	Kl	10527870													0.1	0.447975956245889	1.00859468537115
ENSMUSG00000058498	Rnf207	10518909							0.1	0.670312748660144	0.622386022979591						
ENSMUSG00000058499	Pip	10537679													0.1	0.453981977342231	0.996321351385207
ENSMUSG00000058503	Fam133b	10519333	-0.2	0.113661534368408	-2.12745223062648	-0.2	0.20485556001483	-1.87717426464245	-0.3	0.0126628761996545	-3.91213445365644	-0.1	0.309640655383394	-1.46323128579403	-0.2	0.168008590892711	-1.83375653124944
ENSMUSG00000058513	Olfr801	10373630	0.1	0.619787315811332	0.682173575616472				0.1	0.477326570209817	0.993793820814913	0.2	0.16247286561878	1.98815327907884			
ENSMUSG00000058515	Olfr933	10584479				-0.2	0.0583821555034579	-2.80566934338175									
ENSMUSG00000058523	Mup5	10513514							0.3	0.0969156585128441	2.3217522431204				-0.1	0.505014471109405	-0.890882079055109
ENSMUSG00000058550	Dppa4	10436050				0.2	0.0643917914035546	2.73490437384315	0.2	0.189167686460278	1.80951507637241	0.3	0.0145873444518377	3.73288489544022	0.4	0.0296210905937053	3.1324285898901
ENSMUSG00000058569	Tmed9	10405488	0.5	0.00491969848660143	4.63032438348701	0.4	0.00873148605626066	4.20623800535936	0.3	0.0321617279268426	3.16121032550857	0.3	0.0419560259280243	2.97907666522593	0.3	0.0410092104613676	2.88787875781816
ENSMUSG00000058571	Gpc6	10416974	-0.7	0.0054050367721994	-4.53443893405421	-0.1	0.198827863637764	-1.89906085327737	0.1	0.667791075403858	0.626452190680785	-0.1	0.433491297348701	-1.15333833089085			
ENSMUSG00000058579	Cela2a	10518050				-0.1	0.702981074769992	-0.656238726395631									
ENSMUSG00000058586	Serhl	10425781	-0.1	0.746841557687558	-0.449314684439837												
ENSMUSG00000058587	Tmod3	10595000	0.4	0.002356058438019	5.34915720337314				0.3	0.0107826527978651	4.04355770620263						
ENSMUSG00000058589	Anks1b	10365682							-0.1	0.599598980556763	-0.752474054706254				-0.1	0.390306571073262	-1.13577429096631
ENSMUSG00000058594	Fbh1	10480064				-0.2	0.0719773121295669	-2.65496069999952	-0.2	0.0439511963613163	-2.91864558078617						
ENSMUSG00000058600	Rpl30	10428074				0.2	0.260688578886838	1.68047728911305							0.2	0.0266746032189562	3.20528228137559
ENSMUSG00000058613	Cyp2d41-ps	10430904	-0.5	0.0500820938390677	-2.73309164503492	-0.5	0.0795703896811376	-2.58220680719817	-0.9	0.00585426663093016	-4.56978928186572	-0.3	0.166531973748896	-1.97026829606908	-0.9	0.0108765032735642	-3.90146405850061
ENSMUSG00000058620	Adra2b	10475800				-0.1	0.545396662635397	-0.98124215230125	0.1	0.691672058399155	0.582759857674247						
ENSMUSG00000058622	Gm5265	10359888	-0.3	0.0565478769050499	-2.6452666928774	-0.2	0.274896843226986	-1.63648428239227	-0.2	0.412304509971352	-1.13408507338404	-0.2	0.357459219001772	-1.33729534672137	-0.2	0.106421220372742	-2.18373102917423
ENSMUSG00000058624	Gda	10466659	2.1	3.26554742838902E-5	12.0368734367254	0.9	1.21284691237466E-4	8.01379208767857	0.9	2.04366338893577E-4	8.2511499117539	0.8	0.0057221747976253	4.41975652814472	0.8	7.47682576051739E-4	6.46362463473388
ENSMUSG00000058625	Gm17383	10457020	0.5	0.0168580307251658	3.56145236249448				0.1	0.522106106751638	0.902667690136807	0.1	0.677361921232803	0.658886270091144			
ENSMUSG00000058626	Capn11	10451145				-0.1	0.560473641117553	-0.94781891972302				-0.2	0.443410274572214	-1.13113909303686	-0.1	0.801389446861505	-0.352628264129796
ENSMUSG00000058628	Olfr875	10584354				0.1	0.628384875870228	0.808898009781863	0.1	0.600573551235649	0.750501297480592	0.2	0.213088280570555	1.77593621465507			
ENSMUSG00000058631	Vmn1r63	10559750										0.2	0.174773618406574	1.93190712269998			
ENSMUSG00000058655	Eif4b	10427083				-0.2	0.0640276495733414	-2.73972485089035									
ENSMUSG00000058656	Samd12	10428594	-0.6	0.0633059983089401	-2.55840258806715	0.1	0.468753257429853	1.14154360173695	0.4	0.0102515454388867	4.08799303877796	0.1	0.530369776061862	0.946356584665589	0.1	0.386299371151887	1.14440644191906
ENSMUSG00000058659	Olfr58	10583423										0.2	0.182819166439136	1.89895314524817			
ENSMUSG00000058662	Olfr69	10566245	0.2	0.316761159063668	1.33323177509116										0.2	0.0762166381615194	2.42892820221744
ENSMUSG00000058665	En1	10349345										0.1	0.45877161050311	1.09705960632775			
ENSMUSG00000058669	Nkx2-9	10400479				0.1	0.496878709929533	1.08241189493904							0.1	0.815740597053176	0.327980871422526
ENSMUSG00000058670	4932411N23Rik	10606583	-0.2	0.13903497638728	-1.98081782739874	-0.1	0.530123989894437	-1.01176883746435	-0.1	0.338063424247968	-1.32079593358759	-0.2	0.114072794036956	-2.25471580176668	-0.1	0.30430544378923	-1.35421027994072
ENSMUSG00000058672	Tubb2a	10408610	0.2	0.314858026898462	1.33861099756048				0.2	0.0202198412837165	3.51752969839685						
ENSMUSG00000058692	Olfr846	10591190													0.2	0.173359559216587	1.80964159176709
ENSMUSG00000058704	Memo1	10452860				-0.1	0.572547677936363	-0.922514129914946				-0.1	0.40981893023257	-1.20776522421335	-0.1	0.367910879434185	-1.1902894943857
ENSMUSG00000058706	0610030E20Rik	10539104	-0.3	0.0997219572379674	-2.22591726843664	-0.2	0.13660230086702	-2.18902151937645	-0.3	0.0324542395118512	-3.15406005869974	-0.1	0.671650590297918	-0.668531298151129	-0.2	0.133903066452965	-2.01212754506444
ENSMUSG00000058715	Fcer1g	10360070	2.5	0.00188107728443232	5.60639555846144	1.2	3.95164258307956E-5	9.40890235524062	1.3	1.03882003670122E-4	9.37088648266047	1.4	1.12763932336717E-5	10.5192064650942	1.6	4.92713058061364E-4	6.98200329058474
ENSMUSG00000058717	Lypd11	10560880				0.1	0.615472346528056	0.832918884296572				-0.1	0.62685077467135	-0.756679749685132			
ENSMUSG00000058728	Cd300c	10392803	0.2	0.286855593165904	1.41835366025747	0.3	0.00590606611480265	4.505191825887				0.2	0.288038392559021	1.52678171139313	0.3	0.0188875452033145	3.46737338988237
ENSMUSG00000058729	Lin9	10352267	0.2	0.198625772321504	1.71401657008915	0.1	0.538125585007269	0.99708852606385	0.2	0.18877240392835	1.81123776343404				-0.1	0.402792863574865	-1.10825444804544
ENSMUSG00000058740	Kcnt1	10470214				-0.1	0.508234042942215	-1.05701353994003									
ENSMUSG00000058741	Prr19	10551102										0.1	0.738729530553689	0.535240559316417	0.1	0.519046777028826	0.862604875266215
ENSMUSG00000058743	Kcnj14	10563407	0.1	0.554264202694936	0.80570010111222	0.2	0.42318509951147	1.24157989971655	0.4	0.00795074355200111	4.29507817787333	0.6	2.10634732130074E-4	7.09130846224617	1.0	2.0868767406355E-4	8.30330480708704
ENSMUSG00000058748	Zfp958	10569985	-0.3	0.0248851897989608	-3.26001858979697	-0.2	0.211991578761226	-1.8485982943455	-0.4	0.0528521546897086	-2.78231788607553	-0.2	0.15289130147486	-2.03517581424588	-0.4	0.019239853771418	-3.45410431310701
ENSMUSG00000058755	Osm	10373912	0.7	0.0460016537765471	2.79770310630035	0.2	0.331432324575253	1.47331407616213	0.1	0.611900730496434	0.729445339623779				-0.1	0.689167241783305	-0.550541060759834
ENSMUSG00000058756	Thra	10381006	-0.6	0.00166186468767217	-5.73380144311566	-0.5	0.00232379396811803	-5.24795039439979	-0.3	0.0199117993006483	-3.53021575789708	-0.6	0.00192729461596464	-5.24474507831757	-0.4	0.00153375038496143	-5.67778627809089
ENSMUSG00000058773	H1f5	10408081	0.7	0.00585102479837523	4.45353379885021	0.3	0.0932646494402275	2.46595659758882	0.2	0.155597952022743	1.96167961427753	0.1	0.729705812168402	0.553631203355381	0.1	0.615955633054243	0.680428301576643
ENSMUSG00000058793	Cds2	10476326	-0.3	0.0623344985762332	-2.57140701490116							-0.3	0.00369567362659711	-4.75332920200287	-0.3	0.0136288386421795	-3.72094303265015
ENSMUSG00000058794	Nfe2	10433096	0.2	0.272871877992838	1.46035986796975										0.1	0.397829929174033	1.11987003158973
ENSMUSG00000058799	Nap1l1	10366337	0.2	0.260398681596678	1.4980372330608	-0.2	0.338028437971687	-1.45446036785576				-0.1	0.402727557441867	-1.22545309565142	-0.2	0.199861537406728	-1.6987745555162
ENSMUSG00000058802	Olfr97	10450866	0.2	0.319819374660974	1.32418004408148	-0.1	0.84548537836464	-0.363422212539903	0.1	0.462547400905127	1.02328437376618	-0.2	0.397486060624481	-1.23765610994102	0.1	0.254555258015246	1.50722511095748
ENSMUSG00000058806	Col13a1	10369485	0.2	0.195018412383143	1.7280179792798	0.1	0.594670421898978	0.875041126417334	0.2	0.0910694118437175	2.36655978405286						
ENSMUSG00000058818	Pirb	10559446	2.0	0.00682527680338775	4.30492122701688	0.7	0.00160293691465571	5.55706262062864	0.7	3.34791814374026E-4	7.56320190544224	0.7	9.68144343077708E-5	7.74877399057107	0.9	3.50008725986144E-4	7.46985981202719
ENSMUSG00000058820	Olfr146	10592386										0.1	0.303875396760345	1.48067676954336			
ENSMUSG00000058831	Opn1sw	10543591													0.1	0.384120189350255	1.14996566252323
ENSMUSG00000058869	Gm4832	10447429	-0.2	0.256456768948805	-1.5107686932866				-0.5	0.00143833462439705	-5.8979286277692	-0.3	0.038135918288992	-3.05148095401181	-0.5	0.00127766634822397	-5.87194496342031
ENSMUSG00000058881	Zfp516	10457040							0.2	0.276846141906388	1.4949588252637	-0.1	0.696109487222613	-0.620182516219746			
ENSMUSG00000058884	Olfr1025-ps1	10473477				0.1	0.752417416314655	0.563260296382202	0.1	0.499233711051065	0.948510832370765				0.2	0.0476425693311296	2.77800208497152
ENSMUSG00000058897	Col25a1	10496036							0.2	0.162759513256307	1.92577245458985				0.3	0.0290124666648913	3.14724831284312
ENSMUSG00000058900	Rsl1	10405918	-0.2	0.134786862738446	-2.00296836002478	-0.1	0.661477364497834	-0.741301522599999	-0.1	0.583825604732053	-0.782000590527313	0.1	0.249171672104867	1.65071379629757	-0.2	0.331817705014604	-1.28223465524983
ENSMUSG00000058904	Olfr1413	10348635				0.1	0.384194863618954	1.33593569525659	-0.1	0.729572884887774	-0.516768941358673						
ENSMUSG00000058908	Pla2g2a	10509584	2.6	4.68773165280938E-4	7.39578695450889	2.0	1.39208717231137E-5	10.7759720701919	1.9	3.94741039948363E-5	10.9883712491537	2.4	1.42108290979515E-6	16.5996724624684	2.3	4.04034627567693E-5	11.2091718949146
ENSMUSG00000058914	C1qtnf3	10423080	-1.1	1.15773346684429E-4	-9.65857370752921	-0.1	0.62150487673863	-0.821500185380264	0.1	0.365608871537779	1.24858204364001	-0.4	0.0542415545487831	-2.80072798269505	0.1	0.553487001030876	0.798174115155292
ENSMUSG00000058921	Slc10a5	10497296	-1.3	0.013732195078611	-3.72999262931072	-0.2	0.108362754208667	-2.3562396782423	-0.6	0.00273487369075478	-5.27715774345643	-0.3	0.126667569574933	-2.17750354908323	-0.5	0.0092777198091468	-4.03614842600298
ENSMUSG00000058925	Ccdc192	10455866													0.2	0.0768217257205048	2.42351661226789
ENSMUSG00000058933	Gm5185	10400562	0.2	0.137913559599716	1.98703272257466							0.1	0.425705844936783	1.17120609011203	0.2	0.160278625479019	1.87199548475955
ENSMUSG00000058934	Igf1os	10371583	0.2	0.346598911584831	1.25558243027023	0.2	0.203422809033854	1.88239446999149				0.2	0.0677852904347006	2.63466007645159			
ENSMUSG00000058935	Tex48	10513715				-0.2	0.373818144524094	-1.36111489727269	-0.1	0.575912565573696	-0.797345851575983	-0.1	0.417662478953914	-1.18983464206195	-0.1	0.381576285576699	-1.15675838092904
ENSMUSG00000058952	Cfi	10496001	0.1	0.412964509225859	1.09767330828657				0.2	0.232723246442554	1.6412152611186	0.1	0.691958336083965	0.630490328198525			
ENSMUSG00000058953	Gm4822	10416938	0.1	0.456604652824854	1.00273701014579	0.1	0.651085916140056	0.762808045688587	-0.1	0.704829359670653	-0.560044200368088				-0.1	0.749404828817953	-0.444994614968198
ENSMUSG00000058966	Tlcd3b	10557498	0.1	0.686523895566384	0.559821359197196							-0.2	0.266274261802066	-1.5938614258114	0.1	0.451617440641644	1.00115357318233
ENSMUSG00000058976	Usp17lc	10555789	0.3	0.253412149632481	1.52211507642872				0.2	0.296420401898529	1.43669307824008	0.1	0.354512974386549	1.34456841817356	0.2	0.126210635166524	2.05708793445178
ENSMUSG00000058981	Olfr1406	10360336	-0.1	0.770817790329874	-0.405695971439929	-0.1	0.548650975988563	-0.973842142923782				-0.1	0.53896759799617	-0.928407610047908			
ENSMUSG00000058997	Vwa8	10416588	-0.9	0.0048488512963603	-4.64202130201184	-0.4	5.34689319055904E-4	-6.53110200808514	-0.3	0.0367724174403862	-3.05984304601063	-0.4	8.26698969771984E-4	-5.90050335869549	-0.4	0.0105897124586905	-3.92454317592359
