Gene ID	Gene Name	Design Element	condition1.foldChange	condition1.pValue	'2 week' vs '0 week'.tStat	condition2.foldChange	condition2.pValue	'4 week' vs '0 week'.tStat	condition3.foldChange	condition3.pValue	'6 week' vs '0 week'.tStat
ENSMUSG00000097354	2310001H17Rik	1446096_at				-0.2	0.0726135577492144	-2.39942607082636	-0.2	0.119348776736201	-2.02018912210154
ENSMUSG00000097357	Gm16793	1455601_at				-0.2	0.0314322630147418	-3.02904556774281	-0.2	0.110238679951056	-2.07811182172071
ENSMUSG00000097361	4930550C17Rik	1432089_at				-0.1	0.432615565116252	-1.00338719322476			
ENSMUSG00000097387	4930563E18Rik	1432031_at				-0.2	0.0411712076946388	-2.82052179487498			
ENSMUSG00000097392	Thoc2l	1424861_at				0.3	0.0194021838453221	3.40379907001454	-0.3	0.0118818348275661	-3.72044170011931
ENSMUSG00000097392	Thoc2l	1427461_at				-0.3	0.063174773813589	-2.5032452592176	-0.2	0.117684029251415	-2.03010377277482
ENSMUSG00000097401	Gm26744	1447699_at	0.1	0.682361465937795	0.775042798075783	0.1	0.761262269270542	0.399771276067569	0.1	0.623169223399194	0.629168200809088
ENSMUSG00000097403	9230116N13Rik	1458490_at	-0.2	0.194666231950822	-2.22322954440766	-0.2	0.038571295461815	-2.87088731686875	0.3	0.0197411242891383	3.32728248397093
ENSMUSG00000097407	4933408J17Rik	1431908_at				0.1	0.412826475806956	1.04538881539802	0.2	0.0963475509717365	2.17612176788736
ENSMUSG00000097409	Gm26832	1431589_at				-0.1	0.570689833423369	-0.732017064209	0.1	0.512593661789365	0.833800176172315
ENSMUSG00000097412	1810014B01Rik	1429260_at	0.2	0.184925453882762	2.26484764681728	-0.1	0.452557894683198	-0.961029637911505			
ENSMUSG00000097413	A830052D11Rik	1442844_at				-0.2	0.0724298178224088	-2.40137063788344			
ENSMUSG00000097415	AU020206	1433935_at				1.1	7.2331306255641E-5	10.4393326168647	1.1	4.84280951746985E-5	9.87234394413733
ENSMUSG00000097428	AW047730	1436642_x_at				-0.1	0.0925178886878597	-2.22151402829004			
ENSMUSG00000097431	Gm26782	1438754_at	-0.2	0.506610927897607	-1.21105341098413	-0.2	0.141800865831017	-1.90680000256232	-0.1	0.675482349223037	-0.539097416094125
ENSMUSG00000097440	Gm6277	1455844_at				-0.2	0.0298081056219674	-3.06981009432128			
ENSMUSG00000097451	Rian	1452899_at	-0.2	0.541210105071341	-1.12150339969756	-1.0	0.00133003692285769	-5.85132156136723	-1.4	1.10070967572777E-4	-8.6403562692392
ENSMUSG00000097452	Gm2824	1459006_a_at				-0.1	0.449336588069373	-0.967350132242299	0.1	0.64981033700269	0.583114538177018
ENSMUSG00000097456	Gm16958	1443548_at				0.1	0.612383093624802	0.659009714631977			
ENSMUSG00000097463	4930448E22Rik	1432952_at	0.1	0.833397961494932	0.451111093951251	0.1	0.387944156097683	1.10050094898182	0.2	0.110249476712924	2.07796979881995
ENSMUSG00000097471	5830432E09Rik	1430799_at							0.2	0.187145208365199	1.68265998255338
ENSMUSG00000097486	Gm17733	1446119_at				-0.1	0.523620799335564	-0.820428920985998	0.1	0.74242911921528	0.428951824296143
ENSMUSG00000097487	Ptges3l	1432508_at	-0.2	0.416365579642922	-1.45727808539338	-0.1	0.46693994292564	-0.932311592657943			
ENSMUSG00000097494	4933406C10Rik	1430246_at	-0.3	0.0772613645656969	-3.11230678689716	-0.5	6.45437429676135E-4	-6.7042975285181	-0.5	0.0422805962935368	-2.76703292723417
ENSMUSG00000097502	4930528D03Rik	1430939_at							0.1	0.647710889202408	0.58652915574348
ENSMUSG00000097504	4930516B21Rik	1431756_at							0.1	0.380438080919969	1.10694632808095
ENSMUSG00000097516	4930467D21Rik	1453877_at				-0.1	0.426573705774613	-1.01561897753887			
ENSMUSG00000097519	4930558J18Rik	1441527_at				0.1	0.123660860694169	2.00828963464004	0.2	0.223346301386918	1.54889648911563
ENSMUSG00000097520	4930488L21Rik	1429669_at	0.1	0.814262246247031	0.50215096806433	-0.1	0.223386278163853	-1.55900142033453			
ENSMUSG00000097522	Gm26844	1441043_at				-0.1	0.336550462938851	-1.22454063807112	0.1	0.713013500866633	0.475294701961378
ENSMUSG00000097532	Gm4349	1443245_at	0.1	0.818449006251745	0.490763223691872						
ENSMUSG00000097545	Mir124a-1hg	1435453_at				-0.1	0.55946002528657	-0.753688267626689	0.1	0.413842484246727	1.03344436355581
ENSMUSG00000097547	B230110C06Rik	1453705_at							0.1	0.506631368943008	0.846237525924468
ENSMUSG00000097558	Gm26902	1443122_at				0.1	0.198986572570673	1.64830950967967	0.3	0.0148019848147692	3.55100654525366
ENSMUSG00000097559	D430018E03Rik	1446214_at	-0.1	0.851932182357667	-0.395812980632075	-0.1	0.317858266954461	-1.27405600261469			
ENSMUSG00000097571	Jpx	1442137_at				-0.3	0.0360419478024586	-2.92189663213347			
ENSMUSG00000097574	C920006O11Rik	1435704_at	-0.3	0.177381170138566	-2.30772325613559	-0.3	0.14695750451028	-1.87924272882671	-0.1	0.716954764868589	-0.469455376490119
ENSMUSG00000097577	6230400D17Rik	1460473_at							0.3	0.050933773057548	2.63340203596153
ENSMUSG00000097583	6430590A07Rik	1442536_at				-0.2	0.154127929847504	-1.84271430568551	-0.5	0.0025509014955172	-5.05436764955556
ENSMUSG00000097585	E230029C05Rik	1458459_a_at				0.1	0.507021863312662	0.852063742291118	0.4	0.0154413079997946	3.5197997285173
ENSMUSG00000097589	Dleu2	1427410_at				0.2	0.0721789108534782	2.40417672509848	-0.6	0.0033339843401468	-4.80894437453953
ENSMUSG00000097595	1500002F19Rik	1425737_at				-0.1	0.265490841478926	-1.42324131846126	-0.1	0.73116076790293	-0.446227070888809
ENSMUSG00000097596	Gm26673	1441049_at	-0.1	0.775755158471391	-0.583418132400911	-0.2	0.0707438563212915	-2.4201204066102	0.1	0.278649630660371	1.36942270163411
ENSMUSG00000097597	Gm26674	1432055_at	0.1	0.613192581955382	0.930734461317111				0.2	0.260210138607845	1.42622130606946
ENSMUSG00000097602	4930519P11Rik	1453379_at				0.2	0.0572632048890224	2.5736116301594	0.2	0.0372847394759956	2.85805797237951
ENSMUSG00000097616	1110019D14Rik	1453434_at							-0.1	0.521949739624866	-0.815094153189178
ENSMUSG00000097619	4833422M21Rik	1430267_at				-0.1	0.612224603290999	-0.659490749713693	0.2	0.107666300463604	2.09570560755084
ENSMUSG00000097622	A330033J07Rik	1458799_at	0.2	0.406955607513922	1.4844417017528				0.1	0.676873401864483	0.536402434689506
ENSMUSG00000097636	Mirt1	1453244_at							0.2	0.199619273570375	1.63315524826797
ENSMUSG00000097638	Carlr	1429840_at				-0.1	0.599681393037007	-0.681130991865571	0.2	0.107795240399428	2.09412693798559
ENSMUSG00000097639	Platr4	1441279_at	-0.1	0.734481524981163	-0.667522444694643	-0.2	0.0490409588838737	-2.68764342303196			
ENSMUSG00000097640	Gm20033	1440273_at	-0.3	0.147822171973995	-2.48870066057107	-0.3	0.0412956783181624	-2.81831904727059	-0.2	0.124587512944763	-1.98926380468379
ENSMUSG00000097648	9330185C12Rik	1454220_at	0.1	0.877568088418825	0.334037839785437						
ENSMUSG00000097650	4921507G05Rik	1430179_at	-0.2	0.293980640428209	-1.82039655252885	-0.2	0.0421573034135126	-2.80300247526405			
ENSMUSG00000097654	Gm26714	1459451_at				-0.2	0.116294531508043	-2.05318033130754	-0.2	0.110993800669001	-2.07277095664427
ENSMUSG00000097666	A330094K24Rik	1460479_at				-0.1	0.36448110991882	-1.15585986115058			
ENSMUSG00000097682	4930554H23Rik	1454020_at	0.1	0.778993399961121	0.576501928267742	-0.1	0.32417907446255	-1.25647906386493			
ENSMUSG00000097684	Gm26645	1441368_at				-0.2	0.0260773876576563	-3.17291065760995			
ENSMUSG00000097694	G730013B05Rik	1442957_at				0.1	0.26340516824922	1.43024145809547			
ENSMUSG00000097699	5430400D12Rik	1429182_at							0.1	0.641020395434228	0.597948544538496
ENSMUSG00000097701	Gm17508	1444173_at				-0.1	0.255404138489202	-1.45476961123528			
ENSMUSG00000097705	Gm26740	1440188_at				0.2	0.0475214822603728	2.70999296232524	0.1	0.291458577555149	1.332507176886
ENSMUSG00000097717	1700066J03Rik	1444567_at							0.2	0.119093392342003	2.02161351424001
ENSMUSG00000097725	4930593A02Rik	1454099_at				-0.3	0.0328411563330372	-2.99394497283053	0.1	0.468390496127142	0.920216255403504
ENSMUSG00000097729	2310015A10Rik	1439804_at				-0.3	0.00952871333320006	-3.97274405878812	-0.2	0.0541567224126124	-2.59026656332039
ENSMUSG00000097736	9530059O14Rik	1441197_at	-0.2	0.300598537503191	-1.79715239362825	-0.1	0.193310059770543	-1.67133810391458	-0.2	0.107253656476198	-2.09871020771488
ENSMUSG00000097738	4930445N18Rik	1432369_at	0.1	0.81995174717718	0.486611106673298	0.1	0.164207601627621	1.79497026475623	0.2	0.175747928713373	1.73205144774845
ENSMUSG00000097746	Gm6225	1443895_at				-0.1	0.319329643553744	-1.26971123057469	0.1	0.629844274686925	0.617273204498114
ENSMUSG00000097756	A730056A06Rik	1455415_at				-0.1	0.167528914575164	-1.77988773325087			
ENSMUSG00000097760	6030442K20Rik	1454391_at				-0.1	0.144977509811078	-1.88908273033145	0.1	0.48224482833693	0.893688934162076
ENSMUSG00000097761	4930534D22Rik	1441812_at							0.1	0.294493146817314	1.32398938811809
ENSMUSG00000097767	Miat	1455325_at				-0.1	0.2357215644768	-1.51753510107327	0.1	0.564985423962125	0.734066842230913
ENSMUSG00000097768	2310043M15Rik	1453442_at				0.1	0.467752916060896	0.930467747948722			
ENSMUSG00000097772	5430416N02Rik	1439071_at				0.2	0.0365591155318941	2.91077672254393			
ENSMUSG00000097777	Gm16794	1457335_at							-0.1	0.432664252433129	-0.993511654606163
ENSMUSG00000097779	4833407H14Rik	1431688_at	0.2	0.421558312166344	1.44142806648518	-0.3	0.143144020763099	-1.89813342621481	-0.2	0.27961764127284	-1.36653861003571
ENSMUSG00000097784	A430105J06Rik	1430830_at				-0.2	0.153570465256106	-1.84559723461775			
ENSMUSG00000097785	B230217O12Rik	1456356_at				-0.2	0.0435899302170781	-2.77632675959444			
ENSMUSG00000097786	4933429H19Rik	1432634_at							0.1	0.675074837986755	0.54014361251663
ENSMUSG00000097787	2700046G09Rik	1431163_at				-0.3	0.00322960080820875	-4.95340028991244	-0.4	0.00703166503604894	-4.15183053123145
ENSMUSG00000097789	Gm2115	1442595_at				-0.4	0.012558138674863	-3.74547493043024	-0.3	0.0124675763373774	-3.6818148883
ENSMUSG00000097794	Gm2990	1443372_at				-0.3	0.0552232233805682	-2.60109917217695			
ENSMUSG00000097806	Gm6556	1457143_at				-0.2	0.0828942614631611	-2.30269362540212	-0.1	0.590285240323074	-0.689416712861274
ENSMUSG00000097814	Panct2	1442588_at				-0.3	0.00860563905957477	-4.05991000785001	-0.5	0.00820005139823154	-4.02227938321831
ENSMUSG00000097825	9630001P10Rik	1445167_at	0.1	0.596170351413564	0.980820564490115						
ENSMUSG00000097827	5330439K02Rik	1431847_at							0.1	0.346390021433545	1.18858273531321
ENSMUSG00000097835	Gm26910	1442268_a_at				-0.2	0.137079721051929	-1.93216103735634			
ENSMUSG00000097852	4933405D12Rik	1431736_at				-0.2	0.251789273195652	-1.46602482915696			
ENSMUSG00000097855	A930007I19Rik	1453892_at	-0.2	0.518325140637166	-1.18020296982689						
ENSMUSG00000097863	1010001B22Rik	1457715_at				-0.2	0.0940640639943925	-2.20896862770622			
ENSMUSG00000097874	C030010L15Rik	1458717_at	0.1	0.758331490608687	0.619741071807446						
ENSMUSG00000097875	Gm26704	1458904_at				-0.3	0.017753898777987	-3.47030047799296			
ENSMUSG00000097881	Celrr	1456988_at	0.1	0.823884137266361	0.476762939619441				0.2	0.0750513895757248	2.35405928327681
ENSMUSG00000097885	5031434O11Rik	1429955_at							-0.2	0.0179355843986775	-3.39995062036335
ENSMUSG00000097892	Gm26801	1446367_at				0.1	0.228114527343333	1.54312052317562	0.1	0.54053509060049	0.778966966176566
ENSMUSG00000097893	1700034P13Rik	1459255_at				-0.2	0.0253401131336334	-3.19583692861613	-0.1	0.665664647915718	-0.556496378653077
ENSMUSG00000097908	4933404O12Rik	1430679_at				-0.1	0.180950296763314	-1.72223591766224			
ENSMUSG00000097915	A330009N23Rik	1435844_at				-0.2	0.089479806008601	-2.24592131324445	-0.2	0.186242306837708	-1.68677155334606
ENSMUSG00000097929	Tunar	1441087_at				0.2	0.078666300508678	2.34236281337524	0.2	0.0908249977169688	2.21835770601564
ENSMUSG00000097932	C430039J16Rik	1454207_at				0.2	0.185072639715166	1.70476383513737	0.2	0.194312569683322	1.65465851903979
ENSMUSG00000097944	A130014A01Rik	1438876_at	-0.2	0.600744301754232	-0.967925514443424						
ENSMUSG00000097962	1700034G24Rik	1430060_at				-0.3	0.0331102749682312	-2.98715492656158			
ENSMUSG00000097986	Gm26953	1447262_at				-0.1	0.55643070241923	-0.759182795659073			
ENSMUSG00000097992	Gm27016	1459438_at							0.1	0.59439122078514	0.682160699048416
ENSMUSG00000097993	Ptprv	1449957_at				-0.1	0.251587932704757	-1.46680413577613			
ENSMUSG00000098022	Zfp82	1458925_at				-0.2	0.015309462057833	-3.58666970423547			
ENSMUSG00000098087	Gm17750	1455557_at	0.1	0.642172323794021	0.864838044279441				0.2	0.0834477896801395	2.27801841520881
ENSMUSG00000098090	2700099C18Rik	1427141_at				0.6	2.74305927331564E-4	7.9268977875981	0.3	0.0237114603525144	3.19367403334462
ENSMUSG00000098098	Bvht	1459888_at							0.1	0.222825323679262	1.55102416043903
ENSMUSG00000098120	Gm5914	1442355_at				0.1	0.435036455723291	0.998619233464002	0.2	0.0322585651290768	2.96375858942426
ENSMUSG00000098132	Rassf10	1429567_at				-0.1	0.369437839054581	-1.144566890723			
ENSMUSG00000098134	Rnf113a2	1428415_at							-0.1	0.310763133080382	-1.27885504767082
ENSMUSG00000098145	Gm26936	1444284_at				-0.1	0.736848944052216	-0.442046296536208	0.2	0.150730006644833	1.84798844057972
ENSMUSG00000098150	4921515E04Rik	1453701_at				-0.1	0.432506954461788	-1.00396475182971			
ENSMUSG00000098176	Ccdc166	1425146_at				-0.6	5.35846438302825E-4	-6.93312260202419	-0.3	0.022615196890287	-3.22890029465136
ENSMUSG00000098188	Sowahc	1454736_at				-0.1	0.452874576662122	-0.960241891433917	-0.4	0.023598437254622	-3.19708163952461
ENSMUSG00000098202	B830012L14Rik	1439311_at				0.1	0.435170535832715	0.998195433094856			
ENSMUSG00000098207	Arl14	1430234_at	-0.3	0.299720927817687	-1.80116950013505	0.1	0.528665264454076	0.81117236619248	0.1	0.751967256151488	0.411859036339495
ENSMUSG00000098221	Gm27030	1439576_at				-0.1	0.599610541837433	-0.681364975408505			
ENSMUSG00000098318	Lockd	1445254_at				0.1	0.156803311517335	1.82912035704151			
ENSMUSG00000098419	Mir6963	1457561_at							-0.1	0.529097293768889	-0.801329283904158
ENSMUSG00000098429	Gm27226	1445593_at							0.1	0.439024762899495	0.980439525421089
ENSMUSG00000098431	Mir7666	1456899_at				-0.2	0.131579833871342	-1.96207876290403			
ENSMUSG00000098499	Mir6975	1445915_at				-0.1	0.473757890945698	-0.917629503501249			
ENSMUSG00000098557	Kctd12	1434881_s_at	0.1	0.750010000878123	0.634178729446818	0.1	0.515216519077457	0.836249609757553	0.4	0.0039161915966802	4.66097890962859
ENSMUSG00000098627	4930524O08Rik	1454108_at				-0.2	0.0687092788857391	-2.4429170991396			
ENSMUSG00000098702	1500015A07Rik	1429162_at				-0.1	0.448552010467225	-0.968916027716948			
ENSMUSG00000098905	Zfp953	1439176_at							-0.2	0.026863462853708	-3.09699571829056
ENSMUSG00000098912	1500004A13Rik	1430660_at				-0.1	0.688219169139185	-0.523590146821633			
ENSMUSG00000098919	Mir8102	1432542_at							0.1	0.678329816969399	0.533456448442907
ENSMUSG00000098923	Tmem185b	1452093_at							-0.2	0.238456508922705	-1.49813209225582
ENSMUSG00000099032	Tcf24	1439816_at				0.1	0.461861978698765	0.942997402841638	0.4	0.0177770183201042	3.40689876749756
ENSMUSG00000099083	Atf7	1437645_at	0.2	0.252925294184023	1.97857360764513						
ENSMUSG00000099094	Gm19569	1456990_at	-0.3	0.215215606261022	-2.12918129952286	-0.2	0.165333354215389	-1.78979956027756			
ENSMUSG00000099098	1110035H17Rik	1453827_at				-0.4	0.00470982516897958	-4.59897235081505	-0.2	0.213150809071	-1.58338060029983
ENSMUSG00000099139	1110028F18Rik	1431584_at				-0.2	0.0709411466914277	-2.41778662711	0.1	0.280688809503035	1.36349519181657
ENSMUSG00000099170	5730403I07Rik	1430396_at							0.2	0.306753970572722	1.29025175429476
ENSMUSG00000099310	Gm19427	1440068_at	-0.1	0.682625600655037	-0.774463040339859				-0.1	0.522418296354278	-0.814306751363941
ENSMUSG00000099338	2810030D12Rik	1444603_at							-0.2	0.0417916285841435	-2.77625123216079
ENSMUSG00000099364	5730419F03Rik	1431869_at				-0.3	0.0195074913327107	-3.39932549573386	-0.8	3.7219640655999E-4	-7.11078858792675
ENSMUSG00000099411	2310015D24Rik	1431714_at				0.1	0.404779934776725	1.06279769833919	0.3	0.0719184849179161	2.38402029134039
ENSMUSG00000099413	Gm17767	1441428_at							0.2	0.286414607673263	1.34640136674697
ENSMUSG00000099435	1700065I16Rik	1440839_x_at				-0.1	0.674872892761543	-0.547429798660726			
ENSMUSG00000099446	2310005E17Rik	1453945_at				-0.1	0.277191291672803	-1.3879491553809			
ENSMUSG00000099474	1700097N02Rik	1455692_x_at				0.3	0.0698787843058844	2.43053953357623	0.4	0.00556861727859826	4.3551242538799
ENSMUSG00000099528	2410012E07Rik	1432118_at				-0.1	0.424796181663843	-1.01907102796155			
ENSMUSG00000099552	9830004L10Rik	1443929_at	0.2	0.0798090230804372	3.07758641858615	0.2	0.109886891637135	2.09623587924035	0.3	0.0276580494738801	3.07720683274749
ENSMUSG00000099553	Gm29538	1445630_at							0.2	0.0464404012255153	2.70059031775877
ENSMUSG00000099583	H3c4	1453573_at	-0.1	0.546375045868266	-1.10546603754419	-0.3	0.0314946166251865	-3.02745845391921	-0.7	0.00759184697164492	-4.08805981838691
ENSMUSG00000099632	2900093K20Rik	1440917_at				-0.1	0.534859570204784	-0.799547005150302	-0.3	0.00461670153148886	-4.51711653956233
ENSMUSG00000099639	1700084F23Rik	1430508_at							0.1	0.520431605782588	0.81794352125036
ENSMUSG00000099655	2310034G01Rik	1440229_at				0.1	0.111932279545158	2.08207700284337	0.1	0.579299129046891	0.708666675340011
ENSMUSG00000099681	1700052K11Rik	1429136_at				-0.1	0.479081213673505	-0.906411484995771			
ENSMUSG00000099689	Zfp383	1453212_at	0.2	0.501090973284367	1.22740496303745	-0.2	0.070176872368174	-2.42720462249386	-0.5	7.91305652729382E-4	-6.24984406678062
ENSMUSG00000099693	Gm29284	1425078_x_at				0.4	0.0173676663514939	3.48728184920319	0.6	4.6540760896596E-4	6.85401024724624
ENSMUSG00000099696	2900052N01Rik	1457495_at				0.1	0.239087710805855	1.50589572062305			
ENSMUSG00000099718	Gm2087	1447492_at				-0.2	0.157800525630431	-1.82424393270729	-0.1	0.576184401946628	-0.71424881840339
ENSMUSG00000099724	4930554C24Rik	1432314_at				-0.1	0.57182029661088	-0.729982987437337	-0.1	0.493131638979578	-0.873276103434729
ENSMUSG00000099784	Dalir	1459946_at							0.1	0.220969258573595	1.55752718247929
ENSMUSG00000099808	1700019P21Rik	1447710_at				0.1	0.639577211214965	0.61106299264838	0.1	0.668735673518661	0.550960948537437
ENSMUSG00000099863	1700031L13Rik	1442345_at				0.1	0.521007237710181	0.825049096240781	0.2	0.119668415713956	2.01769905066212
ENSMUSG00000099876	Gm29650	1442153_at							-0.2	0.205090158874684	-1.61309712055289
ENSMUSG00000099881	2810013P06Rik	1429767_at	-0.1	0.391351575755042	-1.52366510155828	-0.3	0.0934305436628309	-2.21366839615688	-0.4	0.00198613130108073	-5.2989276447692
ENSMUSG00000099923	1700105P06Rik	1430061_at				-0.1	0.515143329741339	-0.83642786013505			
ENSMUSG00000099964	Gm29514	1441666_at				0.1	0.265537334170971	1.42299633651652			
ENSMUSG00000100000	1700023F02Rik	1441078_at				-0.1	0.211034715371072	-1.60384779711169			
ENSMUSG00000100005	B130024G19Rik	1436658_at							-0.1	0.206155332141499	-1.60847541881025
ENSMUSG00000100014	Gm29290	1458840_at	0.1	0.634853485736109	0.88231570910383	-0.1	0.481664840857778	-0.901640741468434	0.2	0.128666658008977	1.96545835152285
ENSMUSG00000100017	2410022M11Rik	1453081_at	-0.4	0.0804702846386983	-3.07025792896668	-0.6	0.0034440890478229	-4.89287953459931	0.2	0.371242996435521	1.12820782602035
ENSMUSG00000100029	D7Ertd128e	1447957_at				-0.1	0.563298253650572	-0.745949211554051	0.1	0.336775157586903	1.21210846022364
ENSMUSG00000100075	1700018L02Rik	1431148_at				-0.1	0.289124102125091	-1.35371735743523			
ENSMUSG00000100079	Ifnab	1450613_x_at				-0.1	0.168763874346076	-1.77404024896681			
ENSMUSG00000100094	1810008I18Rik	1459141_at	-0.1	0.5809425323886	-1.01558034991096	-0.3	0.0077279747570399	-4.15332885293414	-0.1	0.466987467447561	-0.923302963947388
ENSMUSG00000100119	2700089I24Rik	1431912_at							0.1	0.369217877520101	1.13288417197156
ENSMUSG00000100127	Gsdmcl-ps	1454049_at	-0.3	0.050623665682969	-3.60345517083059	-0.3	0.0998919049721121	-2.16474147582144	-0.2	0.169645011599607	-1.75933367369618
ENSMUSG00000100147	1700047M11Rik	1438044_at	-0.1	0.815090951354216	-0.500376167308837						
ENSMUSG00000100157	2310034O05Rik	1430964_at							-0.1	0.568331624320283	-0.727949127322383
ENSMUSG00000100164	2610306M01Rik	1452988_at	-0.2	0.268484718978992	-1.91592581865268	-0.4	0.0070901884835875	-4.23262271384164	-0.2	0.0521161636686327	-2.61710008783817
ENSMUSG00000100199	Gm20324	1442042_at				-0.3	0.00974533763880153	-3.95329534512037			
ENSMUSG00000100210	H3c7	1431231_at	-0.2	0.223541780906731	-2.09354309918696	-0.2	0.0468481380905897	-2.72087083582803	-0.1	0.57002425970263	-0.725026976926918
ENSMUSG00000100235	Gm28557	1439751_at				-0.4	0.00287289281920004	-5.06428155434673	-0.3	0.00780634220605153	-4.0649433266714
ENSMUSG00000100241	Slc18a3	1422203_at				-0.2	0.112687797164147	-2.07687008844645	-0.2	0.305982551461873	-1.29224108323871
ENSMUSG00000100277	1810053B23Rik	1431742_at	0.2	0.371321970496101	1.57988706208333	0.1	0.291121972861081	1.34784482815646	0.2	0.155207807465166	1.82687664294758
ENSMUSG00000100291	2310069B03Rik	1431599_at				0.2	0.0714322507099793	2.41195191023127	0.2	0.0630413606522863	2.4768294147201
ENSMUSG00000100301	6030407O03Rik	1443994_at				-0.2	0.106516741852685	-2.11897695085895	0.1	0.550247616533087	0.761297704086195
ENSMUSG00000100303	2600014E21Rik	1430946_at				-0.1	0.41348263244564	-1.04377961189914			
ENSMUSG00000100394	Gm28791	1440107_at				0.8	0.00474890403587827	4.59003239097065	-0.2	0.32612035148203	-1.23963446575977
ENSMUSG00000100430	1700095A13Rik	1444770_at				-0.1	0.337210391775297	-1.22300150584432	0.1	0.553555488198151	0.754856750784231
ENSMUSG00000100510	Hand2os1	1446812_at				-0.3	0.129456761773023	-1.973766908354	-0.4	0.00293372453073924	-4.92846379665202
ENSMUSG00000100511	1700111N16Rik	1432256_at				-0.2	0.0932116509895467	-2.21571318109469			
ENSMUSG00000100549	Ifna11	1422332_at	-0.2	0.289382096143352	-1.8411586045014	-0.4	0.0166305790655179	-3.52113916269052	-0.1	0.500750441070456	-0.857901328446037
ENSMUSG00000100552	Gm29019	1457372_at							0.1	0.432270217476653	0.994566133738762
ENSMUSG00000100573	1700081H04Rik	1454345_at				-0.1	0.29957092599531	-1.32351792227336			
ENSMUSG00000100580	4933436I20Rik	1454093_at				-0.1	0.574213584405865	-0.725525595952969			
ENSMUSG00000100594	2810414N06Rik	1454572_at				-0.2	0.125696209227419	-1.9958719239676			
ENSMUSG00000100599	1700120C14Rik	1444789_at							0.2	0.280885743573797	1.36280646863557
ENSMUSG00000100603	1700129L04Rik	1450328_at	0.1	0.399085825447038	1.50486845906835	0.1	0.096427994701468	2.19100294713033	0.3	0.0111604447216161	3.77052982434945
ENSMUSG00000100666	1700007F19Rik	1431984_at	-0.1	0.76120702531682	-0.614945045835729	-0.2	0.211612571416852	-1.6017964292548			
ENSMUSG00000100680	1810044D09Rik	1457964_at				-0.6	1.604245564638E-4	-8.83951467919352	-0.2	0.0880917719606462	-2.23905264632171
ENSMUSG00000100691	2010320M18Rik	1434792_at	-0.4	0.0752353518771495	-3.13649711306789	-0.5	5.20664328589248E-4	-6.98354466079393	-0.3	0.066841668934509	-2.43514091432073
ENSMUSG00000100707	Gm28523	1440087_at	-0.4	0.214148890888743	-2.13466812863762	-0.5	0.00848177191158698	-4.07287713994315	-0.3	0.0131654484810943	-3.63667752609764
ENSMUSG00000100714	2010308F09Rik	1459059_at							0.2	0.0342603333017804	2.9204378504895
ENSMUSG00000100733	4932411K12Rik	1454129_at				-0.1	0.410139590731245	-1.051711699251	0.1	0.357702978654591	1.16139372562785
ENSMUSG00000100763	Gm28777	1444553_at				-0.2	0.171050189514673	-1.76444626297157			
ENSMUSG00000100783	2310047D07Rik	1458587_at				-0.1	0.263914667711414	-1.4284315976875			
ENSMUSG00000100798	Gm19589	1444710_at							0.1	0.36113315893204	1.15284976988881
ENSMUSG00000100826	Snhg14	1455087_at	0.1	0.835793889894447	0.442410581373339	0.1	0.37445374416543	1.13137304591994	-0.3	0.0305933351557968	-3.00212971750348
ENSMUSG00000100837	1700063D05Rik	1457421_at				-0.1	0.596539481275784	-0.686919583331389			
ENSMUSG00000100850	4930434B07Rik	1432382_at							-0.1	0.638762637392922	-0.602017352022428
ENSMUSG00000100876	2810454H06Rik	1441191_at	-0.2	0.139613671517214	-2.53588668774381	-0.1	0.632820840420138	-0.622582557906301	-0.2	0.145291232885701	-1.87482119160831
ENSMUSG00000100890	1700085C21Rik	1432319_at				-0.2	0.0738762696380731	-2.38666282131867	0.1	0.690912309044051	0.511525458682581
ENSMUSG00000100980	Gm29100	1459993_at				-0.1	0.434375070243288	-0.999806917591936	0.2	0.257242134443941	1.43600579515686
ENSMUSG00000101009	1700108F19Rik	1430202_at				-0.2	0.0941631824075986	-2.20807467799777			
ENSMUSG00000101013	A630072M18Rik	1427081_at				0.3	0.0174170331862631	3.48497754086604	0.1	0.445389250404437	0.967152481831136
ENSMUSG00000101026	Ly6g6g	1431171_at				-0.2	0.0521752986515983	-2.64117135506401	0.2	0.180903849386654	1.71005448809639
ENSMUSG00000101088	1810018F18Rik	1453870_at							0.2	0.0851803807019269	2.26317811379306
ENSMUSG00000101167	Macroh2a3	1421613_at	0.1	0.466572481427887	1.3222443358394	-0.1	0.384566947188626	-1.1085418297608			
ENSMUSG00000101174	Hoxd4	1450209_at	-0.3	0.306619550386941	-1.77569800577353	-0.6	4.59666419246684E-4	-7.14988774232804	-1.0	2.37261047206687E-4	-7.65813645217525
ENSMUSG00000101225	1700008J07Rik	1428732_at	-0.2	0.193085238606544	-2.2298979388082	-0.2	0.0392299197491399	-2.85790763470492	-0.2	0.23526123332023	-1.50879358696154
ENSMUSG00000101275	1700012E03Rik	1453454_at				-0.1	0.261096979520505	-1.43705512264503			
ENSMUSG00000101304	Plet1os	1453552_at				0.2	0.203781525143892	1.62986223491575	0.3	0.0606338840513136	2.50639193442336
ENSMUSG00000101315	Krtap28-13	1422298_at							0.1	0.385493399298149	1.09551555447809
